23317	5938	18322	0	-
5376	4800	18322	0	snmpgetattack
23317	12431	18322	0	snmpgetattack
20312	4800	18322	0	-
23317	5938	18322	5	-
5376	4800	18322	5	snmpgetattack
23317	12431	18322	5	snmpgetattack
20312	4800	18322	5	-
5376	4800	8776	10	snmpgetattack
23317	5938	8776	10	-
23317	12431	8776	10	snmpgetattack
20312	4800	8776	10	-
5376	4800	8776	15	snmpgetattack
23317	12431	8776	15	snmpgetattack
20312	4800	8776	15	-
23317	5938	8776	15	-
5376	4800	8776	20	snmpgetattack
23317	12431	8776	20	snmpgetattack
20312	4800	8776	20	-
23317	5938	8776	20	-
5376	4800	8776	25	snmpgetattack
23317	12431	8776	25	snmpgetattack
20312	4800	8776	25	-
23317	5938	8776	25	-
5376	4800	8776	30	snmpgetattack
23317	12431	8776	30	snmpgetattack
20312	4800	8776	30	-
23317	5938	8776	30	-
5376	4800	8776	35	snmpgetattack
23317	12431	8776	35	snmpgetattack
20312	4800	8776	35	-
23317	5938	8776	35	-
5376	4800	8776	40	snmpgetattack
23317	12431	8776	40	snmpgetattack
20312	4800	8776	40	-
23317	5938	8776	40	-
5376	4800	8776	45	snmpgetattack
23317	12431	8776	45	snmpgetattack
20312	4800	8776	45	-
23317	5938	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	3858	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	45	-
7215	6157	8776	46	-
7215	6157	8776	46	-
7215	6157	8776	46	-
7215	14263	8776	46	-
7215	6157	8776	46	-
7215	6157	8776	46	-
7215	6157	8776	46	-
7215	6157	8776	46	-
7215	6157	8776	46	-
7215	6157	8776	46	-
7215	6157	8776	46	-
7215	6157	8776	46	-
5376	4800	8776	50	snmpgetattack
23317	12431	8776	50	snmpgetattack
20312	4800	8776	50	-
23317	5938	8776	50	-
5376	4800	8776	55	snmpgetattack
23317	12431	8776	55	snmpgetattack
20312	4800	8776	55	-
23317	5938	8776	55	-
6114	15667	8776	55	-
5376	4800	8776	60	snmpgetattack
23317	12431	8776	60	snmpgetattack
20312	4800	8776	60	-
23317	5938	8776	60	-
5376	4800	8776	65	snmpgetattack
23317	12431	8776	65	snmpgetattack
20312	4800	8776	65	-
23317	5938	8776	65	-
5376	4800	16616	70	snmpgetattack
23317	12431	16616	70	snmpgetattack
20312	4800	16616	70	-
23317	5938	16616	70	-
5376	4800	16616	75	snmpgetattack
23317	12431	16616	75	snmpgetattack
20312	4800	16616	75	-
23317	5938	16616	75	-
5376	4800	16616	80	snmpgetattack
23317	12431	16616	80	snmpgetattack
20312	4800	16616	80	-
23317	5938	16616	80	-
17624	16531	16616	80	-
3957	15667	16616	80	-
20367	19350	16616	80	-
5376	4800	16616	85	snmpgetattack
23317	12431	16616	85	snmpgetattack
20312	4800	16616	85	-
23317	5938	16616	85	-
