5376	4800	42506	0	snmpguess
5376	4800	42506	0	snmpguess
23317	5938	42506	1	-
20312	4800	42506	1	-
5376	4800	42506	2	snmpguess
5376	4800	42506	4	snmpguess
5376	4800	42506	4	snmpguess
5376	4800	42506	6	snmpguess
20312	4800	42506	6	-
23317	5938	42506	6	-
5376	4800	40424	8	snmpguess
5376	4800	40424	8	snmpguess
5376	4800	40424	10	snmpguess
23317	5938	40424	11	-
20312	4800	40424	11	-
5376	4800	40424	12	snmpguess
5376	4800	40424	12	snmpguess
13993	10969	40424	12	-
13993	10969	40424	12	-
13993	10522	40424	12	-
13993	10969	40424	12	-
13993	10969	40424	12	-
13993	10969	40424	12	-
13993	10969	40424	12	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
13993	10969	40424	13	-
5376	4800	40424	14	snmpguess
13993	10969	40424	14	-
13993	10969	40424	14	-
5376	4800	40424	16	snmpguess
5376	4800	40424	16	snmpguess
20312	4800	40424	16	-
23317	5938	40424	16	-
3957	15394	40424	17	-
17624	16332	40424	17	-
17624	7268	40424	17	-
5376	4800	40424	18	snmpguess
3957	15394	40424	19	-
5376	4800	40424	20	snmpguess
20367	19350	40424	20	-
20367	19350	40424	20	-
3957	15394	40424	20	-
8048	3611	40424	20	-
8048	19350	40424	20	-
8294	11780	40424	20	nmap
5376	4800	40424	20	snmpguess
8294	11780	40424	20	nmap
20312	4800	40424	21	-
23317	5938	40424	21	-
5376	4800	40424	22	snmpguess
13993	10969	40424	22	-
5376	4800	40424	24	snmpguess
5376	4800	40424	24	snmpguess
5376	4800	40424	26	snmpguess
20312	4800	40424	26	-
23317	5938	40424	26	-
5376	4800	40424	28	snmpguess
5376	4800	40424	28	snmpguess
5376	4800	40424	30	snmpguess
15394	4800	40424	31	-
20312	4800	40424	31	-
23317	5938	40424	31	-
23317	882	40424	31	-
5376	4800	40424	32	snmpguess
5376	4800	40424	32	snmpguess
5376	4800	40424	34	snmpguess
23317	5938	40424	36	-
5376	4800	40424	36	snmpguess
5376	4800	40424	36	snmpguess
20312	4800	40424	36	-
8048	3611	40424	37	-
8048	3611	40424	37	-
8048	3611	40424	37	-
8048	3611	40424	37	-
8048	3611	40424	37	-
8048	3611	40424	37	-
8048	3611	40424	37	-
5376	4800	40424	38	snmpguess
5376	4800	40424	40	snmpguess
5376	4800	40424	40	snmpguess
20312	4800	40424	41	-
23317	5938	40424	41	-
19350	6157	40424	41	-
5376	4800	40424	42	snmpguess
19350	6157	40424	43	-
19350	6157	40424	43	-
19350	14263	40424	43	-
19350	3858	40424	43	-
19350	6157	40424	43	-
19350	18682	40424	43	-
19350	14263	40424	43	-
19350	6157	40424	43	-
19350	6157	40424	43	-
19350	6157	40424	43	-
19350	6157	40424	43	-
19350	6157	40424	44	-
5376	4800	40424	44	snmpguess
5376	4800	40424	44	snmpguess
19350	6157	40424	44	-
19350	6157	40424	44	-
19350	14263	40424	44	-
19350	6157	40424	44	-
19350	6157	40424	44	-
19350	6157	40424	44	-
19350	6157	40424	44	-
19350	6157	40424	44	-
19350	6157	40424	44	-
19350	6157	40424	44	-
19350	6157	40424	44	-
19350	6157	40424	44	-
5376	4800	40424	46	snmpguess
20312	4800	40424	46	-
23317	5938	40424	46	-
5376	4800	40424	48	snmpguess
5376	4800	40424	48	snmpguess
5376	4800	40424	50	snmpguess
23317	5938	40424	51	-
20312	4800	40424	51	-
5376	4800	40424	52	snmpguess
5376	4800	40424	52	snmpguess
5376	4800	40424	54	snmpguess
5376	4800	40424	56	snmpguess
5376	4800	40424	56	snmpguess
20312	4800	40424	56	-
23317	5938	40424	56	-
5376	4800	40424	58	snmpguess
5376	4800	40424	60	snmpguess
5376	4800	40424	60	snmpguess
23317	5938	40424	61	-
20312	4800	40424	61	-
10429	15667	40424	61	-
5376	4800	40424	62	snmpguess
5376	4800	40424	64	snmpguess
5376	4800	40424	64	snmpguess
20312	3611	40424	66	-
20312	3611	40424	66	-
5376	4800	40424	66	snmpguess
20312	4800	40424	66	-
23317	5938	40424	66	-
20312	3611	40424	66	-
20312	3611	40424	66	-
20312	3611	40424	66	-
20312	3611	40424	66	-
20312	3611	40424	66	-
5376	4800	12829	68	snmpguess
5376	4800	12829	68	snmpguess
5376	4800	12829	70	snmpguess
23317	5938	12829	71	-
20312	4800	12829	71	-
5376	4800	12829	72	snmpguess
5376	4800	12829	72	snmpguess
5376	4800	12829	74	snmpguess
13993	17005	12829	74	-
23317	5938	12829	76	-
5376	4800	12829	76	snmpguess
5376	4800	12829	76	snmpguess
20312	4800	12829	76	-
5376	4800	12829	78	snmpguess
3957	587	12829	80	-
5376	4800	12829	80	snmpguess
5376	4800	12829	80	snmpguess
20367	19350	12829	80	-
20367	19350	12829	80	-
23317	5938	12829	81	-
20312	4800	12829	81	-
13993	10969	12829	82	-
5376	4800	12829	82	snmpguess
13993	10969	12829	82	-
13993	10969	12829	82	-
13993	10969	12829	82	-
13993	10969	12829	82	-
13993	10969	12829	82	-
13993	10969	12829	82	-
13993	10969	12829	82	-
13993	10969	12829	82	-
13993	10969	12829	82	-
13993	10969	12829	82	-
13993	10969	12829	82	-
13993	10969	12829	83	-
13993	10969	12829	83	-
13993	10969	12829	83	-
13993	10969	12829	83	-
13993	10969	12829	83	-
13993	10969	12829	83	-
5376	4800	12829	84	snmpguess
5376	4800	12829	84	snmpguess
5376	4800	12829	86	snmpguess
20312	4800	12829	86	-
23317	5938	12829	86	-
20367	19350	12829	87	-
7179	4981	12829	87	-
5376	4800	12829	88	snmpguess
5376	4800	12829	88	snmpguess
5376	4800	12829	90	snmpguess
20312	4800	12829	91	-
23317	5938	12829	91	-
5376	4800	12829	92	snmpguess
5376	4800	12829	92	snmpguess
5376	4800	12829	94	snmpguess
5376	4800	12829	96	snmpguess
5376	4800	12829	96	snmpguess
20312	4800	12829	96	-
23317	5938	12829	96	-
5376	4800	12829	98	snmpguess
5376	4800	12829	100	snmpguess
5376	4800	12829	100	snmpguess
23317	5938	12829	101	-
20312	4800	12829	101	-
5376	4800	12829	102	snmpguess
5376	4800	12829	104	snmpguess
5376	4800	12829	104	snmpguess
5376	4800	12829	106	snmpguess
20312	4800	12829	107	-
23317	5938	12829	107	-
5376	4800	12829	108	snmpguess
5376	4800	12829	108	snmpguess
5376	4800	12829	110	snmpguess
20312	4800	12829	112	-
23317	5938	12829	112	-
5376	4800	12829	112	snmpguess
5376	4800	12829	112	snmpguess
5376	4800	12829	114	snmpguess
5376	4800	12829	116	snmpguess
5376	4800	12829	116	snmpguess
20312	4800	12829	117	-
23317	5938	12829	117	-
5376	4800	12829	118	snmpguess
5376	4800	12829	120	snmpguess
5376	4800	12829	120	snmpguess
20312	4800	12829	122	-
23317	5938	12829	122	-
5376	4800	12829	122	snmpguess
5376	4800	12829	124	snmpguess
5376	4800	12829	124	snmpguess
21708	10466	12829	126	-
5376	4800	12829	126	snmpguess
21708	10466	12829	126	-
21708	10466	12829	126	-
21708	10466	12829	126	-
21708	10466	12829	126	-
21708	10466	12829	126	-
23317	5938	14910	127	-
20312	4800	14910	127	-
5376	4800	14910	128	snmpguess
5376	4800	14910	128	snmpguess
5376	4800	14910	130	snmpguess
20312	4800	14910	132	-
23317	5938	14910	132	-
5376	4800	14910	132	snmpguess
5376	4800	14910	132	snmpguess
5376	4800	14910	134	snmpguess
5376	4800	14910	136	snmpguess
5376	4800	14910	136	snmpguess
20312	4800	14910	137	-
23317	5938	14910	137	-
5376	4800	14910	138	snmpguess
5376	4800	14910	140	snmpguess
5376	4800	14910	140	snmpguess
