3957	15894	38995	0	-
20367	587	42450	30	-
20367	19350	42450	30	-
3957	15394	42450	30	-
3957	13122	42450	63	-
19531	3076	13630	71	-
20312	4800	13630	106	-
19531	3076	13630	108	-
7215	11419	13630	113	-
3957	5938	16692	126	-
19531	3076	16692	161	-
7215	6912	16692	176	-
19531	3076	16692	181	-
3957	22986	1573	195	-
19531	18682	1573	202	-
3957	15394	1573	226	-
7215	6606	26950	252	-
7215	6606	26950	255	-
3957	1633	26950	256	-
7215	15394	26950	285	-
19531	16330	37441	310	-
19531	3901	37441	313	-
3957	11900	37441	319	-
7215	6606	25236	375	-
7215	6606	25236	375	-
15394	4800	25236	376	-
23317	882	25236	376	-
19531	16480	25236	387	-
3957	15667	25236	387	-
3957	19531	21403	450	-
7215	6606	21403	465	-
7215	6606	21403	465	-
19531	10756	37271	493	-
7215	6606	37271	508	-
19531	10756	37271	538	-
20312	4800	15201	555	-
19531	18911	15201	566	-
7215	6606	15201	581	-
19531	19091	15201	603	-
7215	6606	25898	623	-
19531	3438	25898	624	-
7215	17883	25898	650	-
19531	15813	662	690	-
19531	20722	16261	743	-
19531	20722	16261	754	-
19531	20722	16261	773	-
19531	20722	13009	787	-
19531	17969	13009	825	-
3957	587	13009	826	-
20367	19350	13009	826	-
7215	20226	1006	883	-
19531	19251	18136	921	-
7215	18797	18136	924	-
19531	19251	18136	925	-
3957	15394	18136	930	-
3957	15394	18136	930	-
20367	587	18136	930	-
19531	6590	18136	935	-
7215	20226	18136	949	-
13993	23321	2723	968	-
15394	4800	2723	976	-
23317	882	2723	976	-
13993	13936	2723	981	-
19531	4307	2723	984	-
20312	4800	2723	1005	-
19531	4307	32274	1026	-
17776	8452	32274	1040	-
7215	20226	32274	1069	-
13993	20961	32274	1071	-
7215	20226	32274	1077	-
7215	14889	15142	1100	-
13993	20961	15142	1107	-
13993	13936	15142	1112	-
19531	17677	15142	1115	-
19531	23091	15142	1137	-
13993	17923	15142	1140	-
19531	23091	28485	1146	-
13993	17923	28485	1185	-
13993	1215	28485	1186	-
19531	1675	18109	1209	-
19531	1675	18109	1232	-
13993	1215	18109	1235	-
3957	15394	31011	1275	-
13993	16409	31011	1296	-
4800	6157	31011	1309	-
4800	17005	31011	1325	-
19531	13301	23074	1336	-
13993	16409	23074	1365	-
13993	18177	23074	1377	-
19531	13273	12554	1388	-
4800	23321	33530	1455	-
20312	4800	33530	1455	-
7215	14889	33530	1458	-
19531	10051	33530	1463	-
4800	23321	33530	1487	-
4800	23321	33530	1492	-
4800	17698	32923	1522	-
4800	13412	32923	1549	-
19531	13592	32923	1554	-
4800	13412	32923	1560	-
4800	13412	32923	1562	-
16409	6157	32923	1563	-
15394	4800	16695	1576	-
23317	882	16695	1576	-
16409	10812	16695	1583	-
16409	6157	16695	1589	-
13993	18177	16695	1593	-
4800	15913	9010	1646	-
19531	13592	9010	1652	-
13993	18177	9010	1677	-
19531	10051	12204	1693	-
16409	6157	12204	1703	-
13993	18177	12204	1703	-
16409	16330	12204	1707	-
13993	13358	12204	1710	-
3957	15394	12204	1726	-
3957	587	12204	1726	-
13993	13358	12204	1730	-
19531	18353	12204	1741	-
