3957	15394	40595	0	-
3957	15394	40595	0	-
15394	4800	24885	80	-
15394	4800	24885	80	-
3957	15394	24885	81	-
3957	15394	24885	81	-
19839	15667	24885	81	-
13993	15667	9998	298	-
7215	19834	5216	383	-
3957	587	38770	456	-
3957	587	38770	456	-
3611	16409	38770	459	-
3611	16409	38770	463	-
3611	16409	38770	463	-
3611	16409	38770	463	-
3611	17005	21626	491	-
3611	16409	21626	526	-
3611	16409	21626	526	-
3611	16409	21626	526	-
3611	16409	21626	526	-
3611	16409	21626	526	-
3611	16409	21626	526	-
3611	16409	21626	527	-
3611	16409	21626	527	-
3611	16409	21626	527	-
3611	16409	21626	527	-
3611	16409	21626	527	-
3611	16409	21626	527	-
3611	16409	21626	527	-
3611	16409	41030	561	-
3611	16409	41030	562	-
3611	16409	41030	562	-
3611	16409	41030	562	-
3611	16409	41030	562	-
3611	16409	41030	562	-
3611	16409	41030	562	-
3611	16409	41030	562	-
3611	16409	41030	562	-
3611	16409	41030	562	-
3611	16409	41030	562	-
3611	16409	41030	562	-
3611	16409	41030	562	-
7782	5938	16889	597	-
7782	13122	16889	604	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
3611	16409	16889	605	-
7782	11900	16889	607	-
6775	23167	16889	650	-
20312	16593	28633	652	-
20312	8452	28633	653	-
6775	16593	28633	654	-
20312	14437	28633	656	-
20312	23167	28633	656	-
6775	16332	28633	657	-
20312	3297	28633	660	-
20312	2843	28633	660	-
20312	4981	28633	662	-
20312	16531	28633	663	-
20312	7268	28633	667	-
20312	9554	28633	668	-
3611	16409	28633	671	-
3611	16409	28633	671	-
3611	16409	28633	671	-
3611	16409	28633	671	-
3611	16409	28633	671	-
3611	16409	28633	671	-
3611	16409	28633	671	-
3611	16409	28633	671	-
3611	16409	28633	672	-
3611	16409	28633	672	-
3611	16409	28633	672	-
3611	16409	28633	672	-
3611	16409	28633	672	-
11001	5938	28633	674	-
23317	882	28633	680	-
11001	13122	11945	741	-
11001	13122	11945	743	-
19531	5938	1480	783	-
19531	5938	1480	786	-
3297	13122	1480	812	-
3297	13122	1480	815	-
7179	8452	1480	817	-
3957	5938	13299	842	-
6775	9554	13299	845	-
10571	3611	13299	856	-
19839	11900	13299	861	-
10571	23167	13299	862	-
3957	11900	13299	862	-
10571	16531	13299	862	-
10571	7268	13299	863	-
3957	15394	38094	960	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	16409	38094	965	-
3611	3076	38094	979	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	980	-
3611	3076	38094	981	-
3611	3076	38094	981	-
3611	3076	38094	981	-
3374	10553	38094	989	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3611	16409	38094	991	-
3374	9787	38094	996	-
3374	9787	38094	996	-
3374	9787	38094	996	-
