6775	2843	16300	0	-
6775	9554	16300	0	-
5376	4800	16300	3	snmpgetattack
23317	12431	16300	3	snmpgetattack
16671	22416	16300	5	-
5376	4800	17124	8	snmpgetattack
23317	12431	17124	8	snmpgetattack
20312	19350	17124	9	-
20312	19350	17124	9	-
13993	4517	17124	10	-
13993	4517	17124	10	-
13993	4517	17124	10	-
13993	4517	17124	10	-
13993	4517	17124	10	-
13993	4517	17124	10	-
13993	4517	17124	10	-
5376	4800	17124	13	snmpgetattack
23317	12431	17124	13	snmpgetattack
5376	4800	17124	18	snmpgetattack
23317	12431	17124	18	snmpgetattack
6114	21706	17124	19	-
6114	21706	17124	19	-
6114	21706	17124	19	-
6114	21706	17124	19	-
23317	12431	17124	23	snmpgetattack
5376	4800	17124	23	snmpgetattack
6114	1580	17124	25	-
6114	1580	17124	25	-
6114	1580	17124	25	-
6114	1580	17124	25	-
6114	1580	17124	25	-
13993	4517	17124	26	-
13993	4517	17124	26	-
13993	4517	17124	26	-
13993	4517	17124	26	-
13993	4517	17124	26	-
5376	4800	17124	29	snmpgetattack
23317	12431	17124	29	snmpgetattack
5376	4800	17124	34	snmpgetattack
23317	12431	17124	34	snmpgetattack
19603	8452	17124	37	warez
12985	19531	17124	38	warez
12985	19531	17124	38	warez
20312	19350	17124	39	-
20312	19350	17124	39	-
23317	12431	17124	39	snmpgetattack
5376	4800	17124	39	snmpgetattack
23317	12431	17124	44	snmpgetattack
5376	4800	17124	44	snmpgetattack
5376	4800	17124	49	snmpgetattack
23317	12431	17124	49	snmpgetattack
8048	16593	17124	53	-
8294	11780	17124	53	nmap
5376	4800	17124	54	snmpgetattack
23317	12431	17124	54	snmpgetattack
16671	22416	17124	55	-
19603	16332	17124	56	-
3957	15394	17124	57	-
3076	16531	17124	57	-
5376	4800	17124	59	snmpgetattack
23317	12431	17124	59	snmpgetattack
13993	22986	17124	62	-
5376	4800	17124	64	snmpgetattack
23317	12431	17124	64	snmpgetattack
20312	19350	17124	64	-
20312	19350	17124	64	-
13993	22986	17124	64	-
13993	22986	17124	66	-
3076	23167	17124	66	-
3076	4981	17124	66	-
3076	16593	17124	67	-
4800	19876	20302	68	-
4800	19876	20302	68	-
13993	22986	20302	68	-
5376	4800	20302	69	snmpgetattack
23317	12431	20302	69	snmpgetattack
3076	9554	20302	69	-
13993	22986	20302	72	-
13993	22986	20302	72	-
5376	4800	20302	74	snmpgetattack
23317	12431	20302	74	snmpgetattack
20312	19350	20302	74	-
20312	19350	20302	74	-
13993	4517	20302	76	-
13993	4517	20302	76	-
13993	4517	20302	76	-
13993	4517	20302	76	-
13993	4517	20302	76	-
13993	4517	20302	76	-
13993	4517	20302	76	-
10571	3611	20302	78	-
5376	4800	20302	79	snmpgetattack
23317	12431	20302	79	snmpgetattack
4800	15062	20302	83	-
5376	4800	20302	84	snmpgetattack
23317	12431	20302	84	snmpgetattack
4800	15062	20302	84	-
4800	15062	20302	84	-
4800	15062	20302	84	-
4800	15062	20302	84	-
4800	15062	20302	84	-
4800	15062	20302	84	-
4800	15062	20302	84	-
4800	15062	20302	84	-
4800	15062	20302	84	-
13993	4517	20302	86	-
13993	4517	20302	86	-
13993	4517	20302	86	-
13993	4517	20302	86	-
13993	4517	20302	86	-
13993	4517	20302	86	-
13993	4517	20302	86	-
13993	4517	20302	86	-
13993	4517	20302	86	-
5376	4800	20302	89	snmpgetattack
20312	19350	20302	89	-
20312	19350	20302	89	-
23317	12431	20302	89	snmpgetattack
6114	21797	20302	91	-
6114	21797	20302	91	-
5376	4800	20302	94	snmpgetattack
23317	12431	20302	94	snmpgetattack
6114	21797	20302	99	-
6114	21797	20302	99	-
23317	12431	20302	99	snmpgetattack
5376	4800	20302	99	snmpgetattack
6114	21797	20302	99	-
13993	4517	20302	102	-
13993	4517	20302	102	-
13993	4517	20302	102	-
13993	4517	20302	102	-
