10429	4553	384	0	-
10429	4553	384	1	-
10429	4553	384	1	-
10429	4553	384	1	-
10429	4553	384	1	-
10429	4553	384	1	-
21708	14135	384	6	-
21708	14135	384	6	-
21708	14135	384	6	-
21708	18332	19604	8	-
21708	3403	19604	11	-
21708	3403	19604	11	-
21708	3403	19604	11	-
21708	3403	19604	11	-
21708	3403	19604	11	-
3374	3947	19604	18	-
3374	3947	19604	18	-
3374	3947	19604	18	-
21708	18188	19604	18	-
3374	3947	19604	18	-
11001	22986	19604	19	-
11001	1633	19604	19	-
11001	15667	19604	20	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
21708	8595	19604	21	-
11001	21708	19604	21	-
882	3611	19604	25	-
16409	15394	19604	30	-
16409	15394	19604	35	-
16409	15394	19604	40	-
16409	15394	19604	50	-
3374	626	19604	55	-
3374	626	19604	55	-
3374	626	19604	55	-
3374	626	19604	55	-
3374	626	19604	55	-
3374	626	19604	55	-
3374	626	19604	55	-
14547	13122	19604	55	-
16409	15394	19604	55	-
3374	626	19604	55	-
10429	4553	19604	55	-
16409	22362	19604	58	-
16409	22362	19604	58	-
10429	763	19604	58	-
16409	22362	19604	58	-
16409	22362	19604	58	-
10429	763	19604	61	-
10429	763	19604	61	-
10429	763	19604	61	-
10429	763	19604	61	-
10429	763	19604	61	-
10429	5838	19604	61	-
10429	763	19604	61	-
21708	4601	19604	66	-
21708	4601	19604	67	-
21708	4601	19604	67	-
21708	4601	19604	67	-
21708	4601	19604	67	-
21708	4601	19604	67	-
21708	4601	19604	67	-
21708	4601	19604	67	-
21708	4601	19604	67	-
21708	4601	19604	67	-
21708	4601	19604	67	-
21708	4601	19604	67	-
3374	3947	15197	78	-
3374	3947	15197	78	-
3374	3947	15197	78	-
21708	4601	15197	81	-
21708	8723	15197	81	-
21708	4601	15197	81	-
21708	8723	15197	81	-
21708	8723	15197	81	-
21708	8723	15197	81	-
21708	4601	15197	81	-
21708	4601	15197	82	-
21708	8723	15197	82	-
21708	4601	15197	82	-
21708	8723	15197	82	-
21708	4601	15197	82	-
21708	8723	15197	82	-
21708	4601	15197	82	-
21708	8723	15197	82	-
21708	4601	15197	82	-
21708	4601	15197	82	-
21708	4601	15197	82	-
21708	4601	15197	82	-
21708	4601	15197	82	-
21708	4601	15197	82	-
21708	4601	15197	82	-
21708	18527	15197	87	-
21708	18527	15197	87	-
21708	18527	15197	87	-
21708	18527	15197	87	-
21708	18527	15197	87	-
21708	18527	15197	87	-
21708	18527	15197	87	-
21708	18527	15197	87	-
21708	18527	15197	87	-
21708	18527	15197	87	-
21708	18527	15197	87	-
10429	6469	15197	106	-
10429	7207	15197	106	-
10429	763	15197	113	-
10429	763	15197	113	-
10429	5838	15197	113	-
10429	763	15197	113	-
10429	763	15197	113	-
10429	763	15197	113	-
10429	763	15197	113	-
10429	763	15197	113	-
3374	3947	15197	121	-
3374	3947	15197	121	-
8048	3611	11984	133	-
11001	15988	11984	145	-
11001	15988	11984	145	-
11001	15988	11984	145	-
11001	15988	11984	145	-
11001	15988	11984	145	-
11001	15988	11984	145	-
11001	15988	11984	145	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	148	-
19531	17649	11984	154	-
10429	763	11984	154	-
10429	763	11984	154	-
10429	763	11984	154	-
11001	15988	11984	159	-
11001	15988	11984	159	-
11001	15988	11984	159	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
11001	15988	11984	160	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
21708	4601	11984	185	-
3374	17392	39949	191	-
21708	8618	39949	192	-
3374	17392	39949	192	-
21708	8618	39949	192	-
21708	8618	39949	192	-
3374	17392	39949	192	-
21708	8618	39949	192	-
21708	8618	39949	192	-
21708	8618	39949	192	-
21708	11097	39949	192	-
3374	17392	39949	192	-
3374	17392	39949	192	-
21708	11097	39949	192	-
21708	8618	39949	192	-
21708	8618	39949	192	-
21708	11097	39949	192	-
3374	17392	39949	192	-
21708	8618	39949	192	-
3374	17392	39949	192	-
21708	8618	39949	192	-
21708	11097	39949	192	-
3374	17392	39949	192	-
3374	17392	39949	192	-
21708	11097	39949	192	-
21708	8618	39949	192	-
21708	8618	39949	192	-
21708	11097	39949	192	-
3374	17392	39949	192	-
3374	17392	39949	193	-
3374	17392	39949	193	-
3374	17392	39949	193	-
3374	17392	39949	193	-
3374	17392	39949	193	-
21708	11097	39949	193	-
21708	8618	39949	193	-
3374	17392	39949	193	-
3374	17392	39949	193	-
3374	17392	39949	193	-
21708	8618	39949	193	-
21708	11097	39949	193	-
21708	8618	39949	193	-
3374	17392	39949	193	-
21708	11097	39949	193	-
21708	8618	39949	193	-
3374	17392	39949	193	-
21708	11097	39949	193	-
16671	12332	39949	196	-
16671	12332	39949	196	-
16671	12332	39949	196	-
16671	12332	39949	196	-
16671	12332	39949	196	-
16671	12332	39949	196	-
16671	12332	39949	196	-
16671	12332	39949	196	-
16671	12332	39949	196	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
16671	12332	39949	197	-
23317	882	39949	210	-
15394	4800	39949	210	-
21708	23281	39949	235	-
16671	3374	39949	235	-
21708	8618	39949	235	-
21708	8618	39949	235	-
16671	3374	39949	235	-
11001	15988	39949	235	-
11001	15988	39949	235	-
16671	3374	39949	235	-
21708	8618	39949	235	-
11001	15988	39949	235	-
11001	15988	39949	235	-
16671	3374	39949	235	-
11001	15988	39949	235	-
11001	15988	39949	235	-
16671	3374	39949	235	-
16671	3374	39949	235	-
21708	8618	39949	235	-
16671	3374	39949	235	-
21708	23281	39949	235	-
21708	16682	39949	240	-
21708	16682	39949	240	-
21708	16682	39949	240	-
21708	16682	39949	240	-
21708	16682	39949	240	-
21708	16682	39949	240	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
21708	16682	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	245	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	3069	39949	246	-
19531	3069	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
19531	11711	39949	246	-
11001	15988	25614	252	-
11001	15988	25614	252	-
11001	15988	25614	252	-
11001	15988	25614	252	-
11001	15988	25614	252	-
11001	15988	25614	252	-
11001	15988	25614	252	-
11001	15988	25614	252	-
11001	5938	25614	258	-
21708	16682	25614	263	-
21708	16682	25614	263	-
21708	16682	25614	263	-
21708	16682	25614	263	-
21708	16682	25614	263	-
21708	16682	25614	263	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
21708	2836	25614	269	-
10429	763	25614	271	-
10429	763	25614	272	-
10429	5838	25614	272	-
10429	763	25614	272	-
10429	763	25614	272	-
10429	763	25614	272	-
10429	763	25614	272	-
10429	763	25614	272	-
14547	5938	25614	276	-
3374	3947	25614	278	-
3374	3947	25614	278	-
3374	3947	25614	278	-
19531	11711	25614	293	-
19531	11711	25614	293	-
19531	11711	25614	293	-
19531	11711	25614	293	-
19531	11711	25614	293	-
19531	11711	25614	293	-
19531	11711	25614	293	-
17624	16593	23420	316	-
3957	5938	23420	325	-
20312	14437	23420	325	-
16409	22362	23420	325	-
11001	15988	23420	325	-
11001	15988	23420	326	-
11001	15988	23420	326	-
11001	15988	23420	326	-
11001	15988	23420	326	-
11001	15988	23420	326	-
20312	2843	23420	326	-
